file_moi,file_goc,patient_id,phuong_phap,seed,tham_so
Aug_0231_shift_P10AsthmaRL_47.wav,P10AsthmaRL_47.wav,P10,shift,273,silence_file=im_lang_012.wav
Aug_0232_white_P10AsthmaRS_48.wav,P10AsthmaRS_48.wav,P10,white,274,noise_level=0.001
Aug_0233_stretch_P12WheezingIE_57.wav,P12WheezingIE_57.wav,P12,stretch,275,rate_range=0.8-1.2
Aug_0234_pitch_P12WheezingIU_58.wav,P12WheezingIU_58.wav,P12,pitch,276,n_steps_range=-0.5..0.5
Aug_0235_mix_P12WheezingRL_59.wav,P12WheezingRL_59.wav,P12,mix,277,noise_file=quat_phim_055.wav
Aug_0236_shift_P12WheezingRS_56.wav,P12WheezingRS_56.wav,P12,shift,278,silence_file=im_lang_058.wav
Aug_0237_white_P12WheezingRS_60.wav,P12WheezingRS_60.wav,P12,white,279,noise_level=0.001
Aug_0238_stretch_P13WheezingIE_61.wav,P13WheezingIE_61.wav,P13,stretch,280,rate_range=0.8-1.2
Aug_0239_pitch_P13WheezingIE_65.wav,P13WheezingIE_65.wav,P13,pitch,281,n_steps_range=-0.5..0.5
Aug_0240_mix_P13WheezingIU_62.wav,P13WheezingIU_62.wav,P13,mix,282,noise_file=quat_phim_025.wav
Aug_0241_shift_P13WheezingRL_63.wav,P13WheezingRL_63.wav,P13,shift,283,silence_file=im_lang_046.wav
Aug_0242_white_P13WheezingRS_64.wav,P13WheezingRS_64.wav,P13,white,284,noise_level=0.001
Aug_0243_stretch_P14WheezingIE_69.wav,P14WheezingIE_69.wav,P14,stretch,285,rate_range=0.8-1.2
Aug_0244_pitch_P14WheezingIU_66.wav,P14WheezingIU_66.wav,P14,pitch,286,n_steps_range=-0.5..0.5
Aug_0245_mix_P14WheezingIU_70.wav,P14WheezingIU_70.wav,P14,mix,287,noise_file=quat_phim_011.wav
Aug_0246_shift_P14WheezingRL_67.wav,P14WheezingRL_67.wav,P14,shift,288,silence_file=im_lang_059.wav
Aug_0247_white_P14WheezingRS_68.wav,P14WheezingRS_68.wav,P14,white,289,noise_level=0.001
Aug_0248_stretch_P15WheezingIE_73.wav,P15WheezingIE_73.wav,P15,stretch,290,rate_range=0.8-1.2
Aug_0249_pitch_P15WheezingIU_74.wav,P15WheezingIU_74.wav,P15,pitch,291,n_steps_range=-0.5..0.5
Aug_0250_mix_P15WheezingRL_71.wav,P15WheezingRL_71.wav,P15,mix,292,noise_file=quat_phim_038.wav
Aug_0251_shift_P15WheezingRL_75.wav,P15WheezingRL_75.wav,P15,shift,293,silence_file=im_lang_030.wav
Aug_0252_white_P15WheezingRS_72.wav,P15WheezingRS_72.wav,P15,white,294,noise_level=0.001
Aug_0253_stretch_P19WheezingIE_93.wav,P19WheezingIE_93.wav,P19,stretch,295,rate_range=0.8-1.2
Aug_0254_pitch_P19WheezingIU_94.wav,P19WheezingIU_94.wav,P19,pitch,296,n_steps_range=-0.5..0.5
Aug_0255_mix_P19WheezingRL_91.wav,P19WheezingRL_91.wav,P19,mix,297,noise_file=quat_phim_007.wav
Aug_0256_shift_P19WheezingRL_95.wav,P19WheezingRL_95.wav,P19,shift,298,silence_file=im_lang_013.wav
Aug_0257_white_P19WheezingRS_92.wav,P19WheezingRS_92.wav,P19,white,299,noise_level=0.001
Aug_0258_stretch_P1AsthmaIE_1.wav,P1AsthmaIE_1.wav,P1,stretch,300,rate_range=0.8-1.2
Aug_0259_pitch_P1AsthmaIE_5.wav,P1AsthmaIE_5.wav,P1,pitch,301,n_steps_range=-0.5..0.5
Aug_0260_mix_P1AsthmaIU_2.wav,P1AsthmaIU_2.wav,P1,mix,302,noise_file=quat_phim_011.wav
Aug_0261_shift_P1AsthmaRL_3.wav,P1AsthmaRL_3.wav,P1,shift,303,silence_file=im_lang_002.wav
Aug_0262_white_P1AsthmaRS_4.wav,P1AsthmaRS_4.wav,P1,white,304,noise_level=0.001
Aug_0263_stretch_P20WheezingIE_97.wav,P20WheezingIE_97.wav,P20,stretch,305,rate_range=0.8-1.2
Aug_0264_pitch_P20WheezingIU_98.wav,P20WheezingIU_98.wav,P20,pitch,306,n_steps_range=-0.5..0.5
Aug_0265_mix_P20WheezingRL_99.wav,P20WheezingRL_99.wav,P20,mix,307,noise_file=quat_phim_021.wav
Aug_0266_shift_P20WheezingRS_100.wav,P20WheezingRS_100.wav,P20,shift,308,silence_file=im_lang_011.wav
Aug_0267_white_P20WheezingRS_96.wav,P20WheezingRS_96.wav,P20,white,309,noise_level=0.001
Aug_0268_stretch_P21WheezingIE_101.wav,P21WheezingIE_101.wav,P21,stretch,310,rate_range=0.8-1.2
Aug_0269_pitch_P21WheezingIE_105.wav,P21WheezingIE_105.wav,P21,pitch,311,n_steps_range=-0.5..0.5
Aug_0270_mix_P21WheezingIU_102.wav,P21WheezingIU_102.wav,P21,mix,312,noise_file=quat_phim_023.wav
Aug_0271_shift_P21WheezingRL_103.wav,P21WheezingRL_103.wav,P21,shift,313,silence_file=im_lang_036.wav
Aug_0272_white_P21WheezingRS_104.wav,P21WheezingRS_104.wav,P21,white,314,noise_level=0.001
Aug_0273_stretch_P22WheezingIE_109.wav,P22WheezingIE_109.wav,P22,stretch,315,rate_range=0.8-1.2
Aug_0274_pitch_P22WheezingIU_106.wav,P22WheezingIU_106.wav,P22,pitch,316,n_steps_range=-0.5..0.5
Aug_0275_mix_P22WheezingIU_110.wav,P22WheezingIU_110.wav,P22,mix,317,noise_file=postcard_059.wav
Aug_0276_shift_P22WheezingRL_107.wav,P22WheezingRL_107.wav,P22,shift,318,silence_file=im_lang_044.wav
Aug_0277_white_P22WheezingRS_108.wav,P22WheezingRS_108.wav,P22,white,319,noise_level=0.001
Aug_0278_stretch_P25WheezingIE_121.wav,P25WheezingIE_121.wav,P25,stretch,320,rate_range=0.8-1.2
Aug_0279_pitch_P25WheezingIE_125.wav,P25WheezingIE_125.wav,P25,pitch,321,n_steps_range=-0.5..0.5
Aug_0280_mix_P25WheezingIU_122.wav,P25WheezingIU_122.wav,P25,mix,322,noise_file=quat_phim_051.wav
Aug_0281_shift_P25WheezingRL_123.wav,P25WheezingRL_123.wav,P25,shift,323,silence_file=im_lang_046.wav
Aug_0282_white_P25WheezingRS_124.wav,P25WheezingRS_124.wav,P25,white,324,noise_level=0.001
Aug_0283_stretch_P27WheezingIE_133.wav,P27WheezingIE_133.wav,P27,stretch,325,rate_range=0.8-1.2
Aug_0284_pitch_P27WheezingIU_134.wav,P27WheezingIU_134.wav,P27,pitch,326,n_steps_range=-0.5..0.5
Aug_0285_mix_P27WheezingRL_131.wav,P27WheezingRL_131.wav,P27,mix,327,noise_file=quat_phim_050.wav
Aug_0286_shift_P27WheezingRL_135.wav,P27WheezingRL_135.wav,P27,shift,328,silence_file=im_lang_041.wav
Aug_0287_white_P27WheezingRS_132.wav,P27WheezingRS_132.wav,P27,white,329,noise_level=0.001
Aug_0288_stretch_P28WheezingIE_137.wav,P28WheezingIE_137.wav,P28,stretch,330,rate_range=0.8-1.2
Aug_0289_pitch_P28WheezingIU_138.wav,P28WheezingIU_138.wav,P28,pitch,331,n_steps_range=-0.5..0.5
Aug_0290_mix_P28WheezingRL_139.wav,P28WheezingRL_139.wav,P28,mix,332,noise_file=postcard_031.wav
Aug_0291_shift_P28WheezingRS_136.wav,P28WheezingRS_136.wav,P28,shift,333,silence_file=im_lang_035.wav
Aug_0292_white_P28WheezingRS_140.wav,P28WheezingRS_140.wav,P28,white,334,noise_level=0.001
Aug_0293_stretch_P29WheezingIE_141.wav,P29WheezingIE_141.wav,P29,stretch,335,rate_range=0.8-1.2
Aug_0294_pitch_P29WheezingIE_145.wav,P29WheezingIE_145.wav,P29,pitch,336,n_steps_range=-0.5..0.5
Aug_0295_mix_P29WheezingIU_142.wav,P29WheezingIU_142.wav,P29,mix,337,noise_file=postcard_025.wav
Aug_0296_shift_P29WheezingRL_143.wav,P29WheezingRL_143.wav,P29,shift,338,silence_file=im_lang_007.wav
Aug_0297_white_P29WheezingRS_144.wav,P29WheezingRS_144.wav,P29,white,339,noise_level=0.001
Aug_0298_stretch_P2AsthmaIE_9.wav,P2AsthmaIE_9.wav,P2,stretch,340,rate_range=0.8-1.2
Aug_0299_pitch_P2AsthmaIU_10.wav,P2AsthmaIU_10.wav,P2,pitch,341,n_steps_range=-0.5..0.5
Aug_0300_mix_P2AsthmaIU_6.wav,P2AsthmaIU_6.wav,P2,mix,342,noise_file=postcard_015.wav
Aug_0301_shift_P2AsthmaRL_7.wav,P2AsthmaRL_7.wav,P2,shift,343,silence_file=im_lang_012.wav
Aug_0302_white_P2AsthmaRS_8.wav,P2AsthmaRS_8.wav,P2,white,344,noise_level=0.001
Aug_0303_stretch_P30WheezingIE_149.wav,P30WheezingIE_149.wav,P30,stretch,345,rate_range=0.8-1.2
Aug_0304_pitch_P30WheezingIU_146.wav,P30WheezingIU_146.wav,P30,pitch,346,n_steps_range=-0.5..0.5
Aug_0305_mix_P30WheezingIU_150.wav,P30WheezingIU_150.wav,P30,mix,347,noise_file=postcard_044.wav
Aug_0306_shift_P30WheezingRL_147.wav,P30WheezingRL_147.wav,P30,shift,348,silence_file=im_lang_055.wav
Aug_0307_white_P30WheezingRS_148.wav,P30WheezingRS_148.wav,P30,white,349,noise_level=0.001
Aug_0308_stretch_P31WheezingIE_153.wav,P31WheezingIE_153.wav,P31,stretch,350,rate_range=0.8-1.2
Aug_0309_pitch_P31WheezingIU_154.wav,P31WheezingIU_154.wav,P31,pitch,351,n_steps_range=-0.5..0.5
Aug_0310_mix_P31WheezingRL_151.wav,P31WheezingRL_151.wav,P31,mix,352,noise_file=quat_phim_053.wav
Aug_0311_shift_P31WheezingRL_155.wav,P31WheezingRL_155.wav,P31,shift,353,silence_file=im_lang_006.wav
Aug_0312_white_P31WheezingRS_152.wav,P31WheezingRS_152.wav,P31,white,354,noise_level=0.001
Aug_0313_stretch_P32WheezingIE_157.wav,P32WheezingIE_157.wav,P32,stretch,355,rate_range=0.8-1.2
Aug_0314_pitch_P32WheezingIU_158.wav,P32WheezingIU_158.wav,P32,pitch,356,n_steps_range=-0.5..0.5
Aug_0315_mix_P32WheezingRL_159.wav,P32WheezingRL_159.wav,P32,mix,357,noise_file=postcard_023.wav
Aug_0316_shift_P32WheezingRS_156.wav,P32WheezingRS_156.wav,P32,shift,358,silence_file=im_lang_048.wav
Aug_0317_white_P32WheezingRS_160.wav,P32WheezingRS_160.wav,P32,white,359,noise_level=0.001
Aug_0318_stretch_P33WheezingIE_161.wav,P33WheezingIE_161.wav,P33,stretch,360,rate_range=0.8-1.2
Aug_0319_pitch_P33WheezingIE_165.wav,P33WheezingIE_165.wav,P33,pitch,361,n_steps_range=-0.5..0.5
Aug_0320_mix_P33WheezingIU_162.wav,P33WheezingIU_162.wav,P33,mix,362,noise_file=quat_phim_038.wav
Aug_0321_shift_P33WheezingRL_163.wav,P33WheezingRL_163.wav,P33,shift,363,silence_file=im_lang_049.wav
Aug_0322_white_P33WheezingRS_164.wav,P33WheezingRS_164.wav,P33,white,364,noise_level=0.001
Aug_0323_stretch_P34WheezingIE_169.wav,P34WheezingIE_169.wav,P34,stretch,365,rate_range=0.8-1.2
Aug_0324_pitch_P34WheezingIU_166.wav,P34WheezingIU_166.wav,P34,pitch,366,n_steps_range=-0.5..0.5
Aug_0325_mix_P34WheezingIU_170.wav,P34WheezingIU_170.wav,P34,mix,367,noise_file=postcard_004.wav
Aug_0326_shift_P34WheezingRL_167.wav,P34WheezingRL_167.wav,P34,shift,368,silence_file=im_lang_056.wav
Aug_0327_white_P34WheezingRS_168.wav,P34WheezingRS_168.wav,P34,white,369,noise_level=0.001
Aug_0328_stretch_P35WheezingIE_173.wav,P35WheezingIE_173.wav,P35,stretch,370,rate_range=0.8-1.2
Aug_0329_pitch_P35WheezingIU_174.wav,P35WheezingIU_174.wav,P35,pitch,371,n_steps_range=-0.5..0.5
Aug_0330_mix_P35WheezingRL_171.wav,P35WheezingRL_171.wav,P35,mix,372,noise_file=postcard_015.wav
Aug_0331_shift_P35WheezingRL_175.wav,P35WheezingRL_175.wav,P35,shift,373,silence_file=im_lang_002.wav
Aug_0332_white_P35WheezingRS_172.wav,P35WheezingRS_172.wav,P35,white,374,noise_level=0.001
Aug_0333_stretch_P36WheezingIE_177.wav,P36WheezingIE_177.wav,P36,stretch,375,rate_range=0.8-1.2
Aug_0334_pitch_P36WheezingIU_178.wav,P36WheezingIU_178.wav,P36,pitch,376,n_steps_range=-0.5..0.5
Aug_0335_mix_P36WheezingRL_179.wav,P36WheezingRL_179.wav,P36,mix,377,noise_file=postcard_030.wav
Aug_0336_shift_P36WheezingRS_176.wav,P36WheezingRS_176.wav,P36,shift,378,silence_file=im_lang_001.wav
Aug_0337_white_P36WheezingRS_180.wav,P36WheezingRS_180.wav,P36,white,379,noise_level=0.001
Aug_0338_stretch_P37WheezingIE_181.wav,P37WheezingIE_181.wav,P37,stretch,380,rate_range=0.8-1.2
Aug_0339_pitch_P37WheezingIE_185.wav,P37WheezingIE_185.wav,P37,pitch,381,n_steps_range=-0.5..0.5
Aug_0340_mix_P37WheezingIU_182.wav,P37WheezingIU_182.wav,P37,mix,382,noise_file=postcard_007.wav
Aug_0341_shift_P37WheezingRL_183.wav,P37WheezingRL_183.wav,P37,shift,383,silence_file=im_lang_033.wav
Aug_0342_white_P37WheezingRS_184.wav,P37WheezingRS_184.wav,P37,white,384,noise_level=0.001
Aug_0343_stretch_P38WheezingIE_189.wav,P38WheezingIE_189.wav,P38,stretch,385,rate_range=0.8-1.2
Aug_0344_pitch_P38WheezingIU_186.wav,P38WheezingIU_186.wav,P38,pitch,386,n_steps_range=-0.5..0.5
Aug_0345_mix_P38WheezingIU_190.wav,P38WheezingIU_190.wav,P38,mix,387,noise_file=postcard_056.wav
Aug_0346_shift_P38WheezingRL_187.wav,P38WheezingRL_187.wav,P38,shift,388,silence_file=im_lang_051.wav
Aug_0347_white_P38WheezingRS_188.wav,P38WheezingRS_188.wav,P38,white,389,noise_level=0.001
Aug_0348_stretch_P39WheezingIE_193.wav,P39WheezingIE_193.wav,P39,stretch,390,rate_range=0.8-1.2
Aug_0349_pitch_P39WheezingIU_194.wav,P39WheezingIU_194.wav,P39,pitch,391,n_steps_range=-0.5..0.5
Aug_0350_mix_P39WheezingRL_191.wav,P39WheezingRL_191.wav,P39,mix,392,noise_file=quat_phim_018.wav
Aug_0351_shift_P39WheezingRL_195.wav,P39WheezingRL_195.wav,P39,shift,393,silence_file=im_lang_023.wav
Aug_0352_white_P39WheezingRS_192.wav,P39WheezingRS_192.wav,P39,white,394,noise_level=0.001
Aug_0353_stretch_P3AsthmaIE_13.wav,P3AsthmaIE_13.wav,P3,stretch,395,rate_range=0.8-1.2
Aug_0354_pitch_P3AsthmaIU_14.wav,P3AsthmaIU_14.wav,P3,pitch,396,n_steps_range=-0.5..0.5
Aug_0355_mix_P3AsthmaRL_11.wav,P3AsthmaRL_11.wav,P3,mix,397,noise_file=postcard_015.wav
Aug_0356_shift_P3AsthmaRL_15.wav,P3AsthmaRL_15.wav,P3,shift,398,silence_file=im_lang_059.wav
Aug_0357_white_P3AsthmaRS_12.wav,P3AsthmaRS_12.wav,P3,white,399,noise_level=0.001
Aug_0358_stretch_P40WheezingIE_197.wav,P40WheezingIE_197.wav,P40,stretch,400,rate_range=0.8-1.2
Aug_0359_pitch_P40WheezingIU_198.wav,P40WheezingIU_198.wav,P40,pitch,401,n_steps_range=-0.5..0.5
Aug_0360_mix_P40WheezingRL_199.wav,P40WheezingRL_199.wav,P40,mix,402,noise_file=quat_phim_045.wav
Aug_0361_shift_P40WheezingRS_196.wav,P40WheezingRS_196.wav,P40,shift,403,silence_file=im_lang_015.wav
Aug_0362_white_P40WheezingRS_200.wav,P40WheezingRS_200.wav,P40,white,404,noise_level=0.001
Aug_0363_stretch_P42WheezingIE_209.wav,P42WheezingIE_209.wav,P42,stretch,405,rate_range=0.8-1.2
Aug_0364_pitch_P42WheezingIU_206.wav,P42WheezingIU_206.wav,P42,pitch,406,n_steps_range=-0.5..0.5
Aug_0365_mix_P42WheezingIU_210.wav,P42WheezingIU_210.wav,P42,mix,407,noise_file=quat_phim_024.wav
Aug_0366_shift_P42WheezingRL_207.wav,P42WheezingRL_207.wav,P42,shift,408,silence_file=im_lang_051.wav
Aug_0367_white_P42WheezingRS_208.wav,P42WheezingRS_208.wav,P42,white,409,noise_level=0.001
Aug_0368_stretch_P43WheezingIE_213.wav,P43WheezingIE_213.wav,P43,stretch,410,rate_range=0.8-1.2
Aug_0369_pitch_P43WheezingIU_214.wav,P43WheezingIU_214.wav,P43,pitch,411,n_steps_range=-0.5..0.5
Aug_0370_mix_P43WheezingRL_211.wav,P43WheezingRL_211.wav,P43,mix,412,noise_file=postcard_036.wav
Aug_0371_shift_P43WheezingRL_215.wav,P43WheezingRL_215.wav,P43,shift,413,silence_file=im_lang_052.wav
Aug_0372_white_P43WheezingRS_212.wav,P43WheezingRS_212.wav,P43,white,414,noise_level=0.001
Aug_0373_stretch_P44WheezingIE_217.wav,P44WheezingIE_217.wav,P44,stretch,415,rate_range=0.8-1.2
Aug_0374_pitch_P44WheezingIU_218.wav,P44WheezingIU_218.wav,P44,pitch,416,n_steps_range=-0.5..0.5
Aug_0375_mix_P44WheezingRL_219.wav,P44WheezingRL_219.wav,P44,mix,417,noise_file=quat_phim_059.wav
Aug_0376_shift_P44WheezingRS_216.wav,P44WheezingRS_216.wav,P44,shift,418,silence_file=im_lang_020.wav
Aug_0377_white_P44WheezingRS_220.wav,P44WheezingRS_220.wav,P44,white,419,noise_level=0.001
Aug_0378_stretch_P45WheezingIE_221.wav,P45WheezingIE_221.wav,P45,stretch,420,rate_range=0.8-1.2
Aug_0379_pitch_P45WheezingIE_225.wav,P45WheezingIE_225.wav,P45,pitch,421,n_steps_range=-0.5..0.5
Aug_0380_mix_P45WheezingIU_222.wav,P45WheezingIU_222.wav,P45,mix,422,noise_file=postcard_049.wav
Aug_0381_shift_P45WheezingRL_223.wav,P45WheezingRL_223.wav,P45,shift,423,silence_file=im_lang_020.wav
Aug_0382_white_P45WheezingRS_224.wav,P45WheezingRS_224.wav,P45,white,424,noise_level=0.001
Aug_0383_stretch_P46WheezingIE_229.wav,P46WheezingIE_229.wav,P46,stretch,425,rate_range=0.8-1.2
Aug_0384_pitch_P46WheezingIU_226.wav,P46WheezingIU_226.wav,P46,pitch,426,n_steps_range=-0.5..0.5
Aug_0385_mix_P46WheezingIU_230.wav,P46WheezingIU_230.wav,P46,mix,427,noise_file=postcard_020.wav
Aug_0386_shift_P46WheezingRL_227.wav,P46WheezingRL_227.wav,P46,shift,428,silence_file=im_lang_016.wav
Aug_0387_white_P46WheezingRS_228.wav,P46WheezingRS_228.wav,P46,white,429,noise_level=0.001
Aug_0388_stretch_P48WheezingIE_237.wav,P48WheezingIE_237.wav,P48,stretch,430,rate_range=0.8-1.2
Aug_0389_pitch_P48WheezingIU_238.wav,P48WheezingIU_238.wav,P48,pitch,431,n_steps_range=-0.5..0.5
Aug_0390_mix_P48WheezingRL_239.wav,P48WheezingRL_239.wav,P48,mix,432,noise_file=quat_phim_014.wav
Aug_0391_shift_P48WheezingRS_236.wav,P48WheezingRS_236.wav,P48,shift,433,silence_file=im_lang_012.wav
Aug_0392_white_P48WheezingRS_240.wav,P48WheezingRS_240.wav,P48,white,434,noise_level=0.001
Aug_0393_stretch_P49WheezingIE_241.wav,P49WheezingIE_241.wav,P49,stretch,435,rate_range=0.8-1.2
Aug_0394_pitch_P49WheezingIE_245.wav,P49WheezingIE_245.wav,P49,pitch,436,n_steps_range=-0.5..0.5
Aug_0395_mix_P49WheezingIU_242.wav,P49WheezingIU_242.wav,P49,mix,437,noise_file=quat_phim_007.wav
Aug_0396_shift_P49WheezingRL_243.wav,P49WheezingRL_243.wav,P49,shift,438,silence_file=im_lang_013.wav
Aug_0397_white_P49WheezingRS_244.wav,P49WheezingRS_244.wav,P49,white,439,noise_level=0.001
Aug_0398_stretch_P50WheezingIE_249.wav,P50WheezingIE_249.wav,P50,stretch,440,rate_range=0.8-1.2
Aug_0399_pitch_P50WheezingIU_246.wav,P50WheezingIU_246.wav,P50,pitch,441,n_steps_range=-0.5..0.5
Aug_0400_mix_P50WheezingIU_250.wav,P50WheezingIU_250.wav,P50,mix,442,noise_file=postcard_046.wav
Aug_0401_shift_P50WheezingRL_247.wav,P50WheezingRL_247.wav,P50,shift,443,silence_file=im_lang_048.wav
Aug_0402_white_P50WheezingRS_248.wav,P50WheezingRS_248.wav,P50,white,444,noise_level=0.001
Aug_0403_stretch_P51WheezingIE_253.wav,P51WheezingIE_253.wav,P51,stretch,445,rate_range=0.8-1.2
Aug_0404_pitch_P51WheezingIU_254.wav,P51WheezingIU_254.wav,P51,pitch,446,n_steps_range=-0.5..0.5
Aug_0405_mix_P51WheezingRL_251.wav,P51WheezingRL_251.wav,P51,mix,447,noise_file=postcard_052.wav
Aug_0406_shift_P51WheezingRL_255.wav,P51WheezingRL_255.wav,P51,shift,448,silence_file=im_lang_017.wav
Aug_0407_white_P51WheezingRS_252.wav,P51WheezingRS_252.wav,P51,white,449,noise_level=0.001
Aug_0408_stretch_P52WheezingIE_257.wav,P52WheezingIE_257.wav,P52,stretch,450,rate_range=0.8-1.2
Aug_0409_pitch_P52WheezingIU_258.wav,P52WheezingIU_258.wav,P52,pitch,451,n_steps_range=-0.5..0.5
Aug_0410_mix_P52WheezingRL_259.wav,P52WheezingRL_259.wav,P52,mix,452,noise_file=postcard_043.wav
Aug_0411_shift_P52WheezingRS_256.wav,P52WheezingRS_256.wav,P52,shift,453,silence_file=im_lang_015.wav
Aug_0412_white_P52WheezingRS_260.wav,P52WheezingRS_260.wav,P52,white,454,noise_level=0.001
Aug_0413_stretch_P54WheezingIE_269.wav,P54WheezingIE_269.wav,P54,stretch,455,rate_range=0.8-1.2
Aug_0414_pitch_P54WheezingIU_266.wav,P54WheezingIU_266.wav,P54,pitch,456,n_steps_range=-0.5..0.5
Aug_0415_mix_P54WheezingIU_270.wav,P54WheezingIU_270.wav,P54,mix,457,noise_file=quat_phim_036.wav
Aug_0416_shift_P54WheezingRL_267.wav,P54WheezingRL_267.wav,P54,shift,458,silence_file=im_lang_004.wav
Aug_0417_white_P54WheezingRS_268.wav,P54WheezingRS_268.wav,P54,white,459,noise_level=0.001
Aug_0418_stretch_P55WheezingIE_273.wav,P55WheezingIE_273.wav,P55,stretch,460,rate_range=0.8-1.2
Aug_0419_pitch_P55WheezingIU_274.wav,P55WheezingIU_274.wav,P55,pitch,461,n_steps_range=-0.5..0.5
Aug_0420_mix_P55WheezingRL_271.wav,P55WheezingRL_271.wav,P55,mix,462,noise_file=quat_phim_015.wav
Aug_0421_shift_P55WheezingRL_275.wav,P55WheezingRL_275.wav,P55,shift,463,silence_file=im_lang_013.wav
Aug_0422_white_P55WheezingRS_272.wav,P55WheezingRS_272.wav,P55,white,464,noise_level=0.001
Aug_0423_stretch_P56WheezingIE_277.wav,P56WheezingIE_277.wav,P56,stretch,465,rate_range=0.8-1.2
Aug_0424_pitch_P56WheezingIU_278.wav,P56WheezingIU_278.wav,P56,pitch,466,n_steps_range=-0.5..0.5
Aug_0425_mix_P56WheezingRL_279.wav,P56WheezingRL_279.wav,P56,mix,467,noise_file=postcard_032.wav
Aug_0426_shift_P56WheezingRS_276.wav,P56WheezingRS_276.wav,P56,shift,468,silence_file=im_lang_013.wav
Aug_0427_white_P56WheezingRS_280.wav,P56WheezingRS_280.wav,P56,white,469,noise_level=0.001
Aug_0428_stretch_P57WheezingIE_281.wav,P57WheezingIE_281.wav,P57,stretch,470,rate_range=0.8-1.2
Aug_0429_pitch_P57WheezingIE_285.wav,P57WheezingIE_285.wav,P57,pitch,471,n_steps_range=-0.5..0.5
Aug_0430_mix_P57WheezingIU_282.wav,P57WheezingIU_282.wav,P57,mix,472,noise_file=quat_phim_053.wav
Aug_0431_shift_P57WheezingRL_283.wav,P57WheezingRL_283.wav,P57,shift,473,silence_file=im_lang_021.wav
Aug_0432_white_P57WheezingRS_284.wav,P57WheezingRS_284.wav,P57,white,474,noise_level=0.001
Aug_0433_stretch_P58WheezingIU_286.wav,P58WheezingIU_286.wav,P58,stretch,475,rate_range=0.8-1.2
Aug_0434_pitch_P58WheezingRL_287.wav,P58WheezingRL_287.wav,P58,pitch,476,n_steps_range=-0.5..0.5
Aug_0435_mix_P58WheezingRS_288.wav,P58WheezingRS_288.wav,P58,mix,477,noise_file=quat_phim_018.wav
Aug_0436_shift_P5AsthmaIE_21.wav,P5AsthmaIE_21.wav,P5,shift,478,silence_file=im_lang_020.wav
Aug_0437_white_P5AsthmaIE_25.wav,P5AsthmaIE_25.wav,P5,white,479,noise_level=0.001
Aug_0438_stretch_P5AsthmaIU_22.wav,P5AsthmaIU_22.wav,P5,stretch,480,rate_range=0.8-1.2
Aug_0439_pitch_P5AsthmaRL_23.wav,P5AsthmaRL_23.wav,P5,pitch,481,n_steps_range=-0.5..0.5
Aug_0440_mix_P5AsthmaRS_24.wav,P5AsthmaRS_24.wav,P5,mix,482,noise_file=quat_phim_006.wav
Aug_0441_shift_P7AsthmaIE_33.wav,P7AsthmaIE_33.wav,P7,shift,483,silence_file=im_lang_033.wav
Aug_0442_white_P7AsthmaIU_34.wav,P7AsthmaIU_34.wav,P7,white,484,noise_level=0.001
Aug_0443_stretch_P7AsthmaRL_31.wav,P7AsthmaRL_31.wav,P7,stretch,485,rate_range=0.8-1.2
Aug_0444_pitch_P7AsthmaRL_35.wav,P7AsthmaRL_35.wav,P7,pitch,486,n_steps_range=-0.5..0.5
Aug_0445_mix_P7AsthmaRS_32.wav,P7AsthmaRS_32.wav,P7,mix,487,noise_file=quat_phim_044.wav
Aug_0446_shift_P8AsthmaIE_37.wav,P8AsthmaIE_37.wav,P8,shift,488,silence_file=im_lang_007.wav
Aug_0447_white_P8AsthmaIU_38.wav,P8AsthmaIU_38.wav,P8,white,489,noise_level=0.001
Aug_0448_stretch_P8AsthmaRL_39.wav,P8AsthmaRL_39.wav,P8,stretch,490,rate_range=0.8-1.2
Aug_0449_pitch_P8AsthmaRS_36.wav,P8AsthmaRS_36.wav,P8,pitch,491,n_steps_range=-0.5..0.5
Aug_0450_mix_P8AsthmaRS_40.wav,P8AsthmaRS_40.wav,P8,mix,492,noise_file=quat_phim_043.wav
Aug_0451_shift_P9AsthmaIE_41.wav,P9AsthmaIE_41.wav,P9,shift,493,silence_file=im_lang_057.wav
Aug_0452_white_P9AsthmaIE_45.wav,P9AsthmaIE_45.wav,P9,white,494,noise_level=0.001
Aug_0453_stretch_P9AsthmaIU_42.wav,P9AsthmaIU_42.wav,P9,stretch,495,rate_range=0.8-1.2
Aug_0454_pitch_P9AsthmaRL_43.wav,P9AsthmaRL_43.wav,P9,pitch,496,n_steps_range=-0.5..0.5
Aug_0455_mix_P9AsthmaRS_44.wav,P9AsthmaRS_44.wav,P9,mix,497,noise_file=postcard_033.wav
Aug_0456_shift_P10AsthmaIE_49.wav,P10AsthmaIE_49.wav,P10,shift,498,silence_file=im_lang_030.wav
Aug_0457_white_P10AsthmaIU_46.wav,P10AsthmaIU_46.wav,P10,white,499,noise_level=0.001
Aug_0458_stretch_P10AsthmaIU_50.wav,P10AsthmaIU_50.wav,P10,stretch,500,rate_range=0.8-1.2
Aug_0459_pitch_P10AsthmaRL_47.wav,P10AsthmaRL_47.wav,P10,pitch,501,n_steps_range=-0.5..0.5
Aug_0460_mix_P10AsthmaRS_48.wav,P10AsthmaRS_48.wav,P10,mix,502,noise_file=quat_phim_004.wav
Aug_0461_shift_P12WheezingIE_57.wav,P12WheezingIE_57.wav,P12,shift,503,silence_file=im_lang_010.wav
